source_row,event_age_ka,pick_value,event_index,dataset_id,event_type,event_label,event_definition,age_column,pick_column,analysis_start_ka,analysis_end_ka,source
101,625.78,1.0,102,barker_variable_threshold_edc3_0_640,barker_do_warming_variable_threshold_edc3,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,640.0,data/raw/Barker et al-2011-SOM.xls
102,634.0,1.0,103,barker_variable_threshold_edc3_0_640,barker_do_warming_variable_threshold_edc3,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,640.0,data/raw/Barker et al-2011-SOM.xls
103,637.98,1.0,104,barker_variable_threshold_edc3_0_640,barker_do_warming_variable_threshold_edc3,"Barker variable-threshold D-O warmings, EDC3 0-640 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,640.0,data/raw/Barker et al-2011-SOM.xls
0,11.5,1.0,1,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
1,14.3,1.0,2,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
2,27.38,1.0,3,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
3,29.26,1.0,4,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
4,32.02,1.0,5,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
5,33.34,1.0,6,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
6,35.02,1.0,7,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
7,37.78,1.0,8,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
8,38.68,1.0,9,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
9,41.3,1.0,10,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
10,43.1,1.0,11,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
11,46.42,1.0,12,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
12,53.3,1.0,13,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
13,57.08,1.0,14,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
14,58.58,1.0,15,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
15,63.84,1.0,16,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
16,70.68,1.0,17,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
17,74.5,1.0,18,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
18,83.18,1.0,19,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
19,89.92,1.0,20,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
20,101.52,1.0,21,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
21,106.54,1.0,22,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
22,124.22,1.0,23,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
23,128.44,1.0,24,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
24,146.7,1.0,25,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
25,148.3,1.0,26,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
26,150.06,1.0,27,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
27,159.12,1.0,28,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
28,162.16,1.0,29,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
29,168.16,1.0,30,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
30,172.0,1.0,31,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
31,174.98,1.0,32,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
32,177.14,1.0,33,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
33,178.3,1.0,34,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
34,187.84,1.0,35,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
35,192.16,1.0,36,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
36,201.42,1.0,37,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
37,215.22,1.0,38,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
38,226.2,1.0,39,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
39,229.76,1.0,40,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
40,232.12,1.0,41,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
41,242.18,1.0,42,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
42,243.62,1.0,43,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
43,248.02,1.0,44,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
44,251.3,1.0,45,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
45,256.72,1.0,46,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
46,258.48,1.0,47,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
47,261.16,1.0,48,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
48,263.68,1.0,49,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
49,276.04,1.0,50,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
50,277.9,1.0,51,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
51,280.52,1.0,52,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
52,290.28,1.0,53,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
53,296.26,1.0,54,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
54,300.48,1.0,55,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
55,305.44,1.0,56,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
56,316.12,1.0,57,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
57,325.98,1.0,58,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
58,332.76,1.0,59,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
59,333.1,1.0,60,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
60,333.62,1.0,61,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
61,334.16,1.0,62,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
62,347.62,1.0,63,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
63,349.22,1.0,64,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
64,363.24,1.0,65,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
65,367.84,1.0,66,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
66,372.94,1.0,67,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
67,382.0,1.0,68,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
68,386.8,1.0,69,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
69,390.96,1.0,70,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
70,424.9,1.0,71,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
71,426.96,1.0,72,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
72,435.92,1.0,73,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
73,438.82,1.0,74,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
74,443.88,1.0,75,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
75,447.54,1.0,76,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
76,451.94,1.0,77,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
77,454.12,1.0,78,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
78,462.46,1.0,79,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
79,467.14,1.0,80,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
80,469.28,1.0,81,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
81,472.24,1.0,82,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
82,477.28,1.0,83,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
83,488.7,1.0,84,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
84,504.62,1.0,85,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
85,507.9,1.0,86,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
86,515.92,1.0,87,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
87,522.08,1.0,88,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
88,528.66,1.0,89,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
89,537.84,1.0,90,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
90,547.84,1.0,91,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
91,550.64,1.0,92,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
92,555.64,1.0,93,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
93,579.92,1.0,94,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
94,584.92,1.0,95,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
95,586.24,1.0,96,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
96,590.38,1.0,97,barker_variable_threshold_edc3_0_800,barker_do_warming_variable_threshold_edc3_0_800,"Barker variable-threshold D-O warmings, EDC3 0-800 ka",variable_threshold,Age kyr (EDC3),DO pick variable threshold,0.0,800.0,data/raw/Barker et al-2011-SOM.xls
